seller,seller_URL,items_no,sales_no,admirers_no,year_join,metrics
MidasMads,https://www.etsy.com/uk/shop/MidasMads?ref=shop-header-name&listing_id=1566417475&from_page=listing,23,2109,288,Not known,"['Speedy replies', 'Rave reviews']"
Mihwk,https://www.etsy.com/uk/shop/Mihwk?ref=shop-header-name&listing_id=1261701941&from_page=listing,48,456,467,Not known,None
Mikarya,https://www.etsy.com/uk/shop/Mikarya?ref=shop-header-name&listing_id=580507788&from_page=listing,118,698,5432,2016,['Rave reviews']
MirkwoodWares,https://www.etsy.com/uk/shop/MirkwoodWares?ref=shop-header-name&listing_id=1412336789&from_page=listing,55,34669,564,2017,"['Smooth dispatch', 'Speedy replies']"
MissMessyMia,https://www.etsy.com/uk/shop/MissMessyMia?ref=shop-header-name&listing_id=1184178400&from_page=listing,28,770,105,Not known,['Speedy replies']
MisterPierreFashion,https://www.etsy.com/uk/shop/MisterPierreFashion?ref=shop-header-name&listing_id=1305601969&from_page=listing,68,449,2178,Not known,None
Mitsukatta,https://www.etsy.com/uk/shop/Mitsukatta?ref=shop-header-name&listing_id=1508617315&from_page=listing,180,3041,1755,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MitsukoCosplay,https://www.etsy.com/uk/shop/MitsukoCosplay?ref=shop-header-name&listing_id=253357681&from_page=listing,15,5401,1517,2013,['Rave reviews']
MnlgStore,https://www.etsy.com/uk/shop/MnlgStore?ref=shop-header-name&listing_id=1504028229&from_page=listing,189,6682,140,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
ModelKitPlanet,https://www.etsy.com/uk/shop/ModelKitPlanet?ref=shop-header-name&listing_id=1211329281&from_page=listing,8,248,299,Not known,['Rave reviews']
MoleholeByLillian,https://www.etsy.com/uk/shop/MoleholeByLillian?ref=shop-header-name&listing_id=1676970386&from_page=listing,75,117,70,2022,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MollyNguyenDesign,https://www.etsy.com/uk/shop/MollyNguyenDesign?ref=shop-header-name&listing_id=729858735&from_page=listing,232,1748,17463,2015,"['Speedy replies', 'Rave reviews']"
MolzaCreations,https://www.etsy.com/uk/shop/MolzaCreations?ref=shop-header-name&listing_id=1020102890&from_page=listing,46,6075,1401,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MomentsMemoriesShop,https://www.etsy.com/uk/shop/MomentsMemoriesShop?ref=shop-header-name&listing_id=1133202890&from_page=listing,41,10610,290,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MonarchPearlStudios,https://www.etsy.com/uk/shop/MonarchPearlStudios?ref=shop-header-name&listing_id=1054362030&from_page=listing,42,537,438,2017,['Rave reviews']
MondoForgia,https://www.etsy.com/uk/shop/MondoForgia?ref=shop-header-name&listing_id=250782125&from_page=listing,45,245,1806,2014,None
MonsterHuntersGuild,https://www.etsy.com/uk/shop/MonsterHuntersGuild?ref=shop-header-name&listing_id=1231936836&from_page=listing,55,435,978,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MonsterMovieProps,https://www.etsy.com/uk/shop/MonsterMovieProps?ref=shop-header-name&listing_id=752877989&from_page=listing,29,2221,597,2019,None
Monstergalshop,https://www.etsy.com/uk/shop/Monstergalshop?ref=shop-header-name&listing_id=713703894&from_page=listing,44,450,916,Not known,"['Speedy replies', 'Rave reviews']"
Montwhite,https://www.etsy.com/shop/Montwhite?ref=shop-header-name&listing_id=1595345264&from_page=listing,7,4339,68,2023,['Smooth dispatch']
MoonCraftDecoration,https://www.etsy.com/uk/shop/MoonCraftDecoration?ref=shop-header-name&listing_id=1455772577&from_page=listing,4,234,88,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MoonProps,https://www.etsy.com/uk/shop/MoonProps?ref=shop-header-name&listing_id=541918907&from_page=listing,39,147,449,2016,None
MoonRabbitTrinket,https://www.etsy.com/uk/shop/MoonRabbitTrinket?ref=shop-header-name&listing_id=692500140&from_page=listing,107,650,1010,Not known,"['Smooth dispatch', 'Rave reviews']"
MoonmaidenClothing,https://www.etsy.com/uk/shop/MoonmaidenClothing?ref=shop-header-name&listing_id=1260349221&from_page=listing,13,2817,4947,2018,"['Smooth dispatch', 'Rave reviews']"
MoonstruckEffects,https://www.etsy.com/uk/shop/MoonstruckEffects?ref=shop-header-name&listing_id=1698985467&from_page=listing,38,1159,520,2021,"['Smooth dispatch', 'Rave reviews']"
MooreAccessory,https://www.etsy.com/uk/shop/MooreAccessory?ref=shop-header-name&listing_id=1514879726&from_page=listing,23,423,64,Not known,['Smooth dispatch']
MorgothLab,https://www.etsy.com/uk/shop/MorgothLab?ref=shop-header-name&listing_id=1126178225&from_page=listing,60,529,3120,2016,"['Speedy replies', 'Rave reviews']"
MorrissWorld,https://www.etsy.com/uk/shop/MorrissWorld?ref=shop-header-name&listing_id=1380033996&from_page=listing,9,359,505,2019,None
Mossyfile,https://www.etsy.com/uk/shop/Mossyfile?ref=shop-header-name&listing_id=1271402588&from_page=listing,79,786,1435,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Mouldscape3D,https://www.etsy.com/uk/shop/Mouldscape3D?ref=shop-header-name&listing_id=1680899924&from_page=listing,494,2215,215,Not known,None
MrJStudioCrafts,https://www.etsy.com/uk/shop/MrJStudioCrafts?ref=shop-header-name&listing_id=1550465504&from_page=listing,168,1249,2170,2021,None
MrkamoPropShop,https://www.etsy.com/uk/shop/MrkamoPropShop?ref=shop-header-name&listing_id=656063505&from_page=listing,8,5862,48,Not known,None
MudScoutDesigns,https://www.etsy.com/uk/shop/MudScoutDesigns?ref=shop-header-name&listing_id=1689048750&from_page=listing,34,126,544,2021,"['Speedy replies', 'Rave reviews']"
MudandMajesty,https://www.etsy.com/uk/shop/MudandMajesty?ref=shop-header-name&listing_id=671349984&from_page=listing,477,490,17436,2014,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MugiwaraCosplay,https://www.etsy.com/de-en/shop/MugiwaraCosplay?ref=shop-header-name&listing_id=648404984&from_page=listing,104,38019,10393,Not known,['Rave reviews']
MyHypnotiq,https://www.etsy.com/uk/shop/MyHypnotiq?ref=shop-header-name&listing_id=1517207594&from_page=listing,401,31199,642,Not known,['Smooth dispatch']
MyScaryShop,https://www.etsy.com/uk/shop/MyScaryShop?ref=shop-header-name&listing_id=1564581562&from_page=listing,162,2692,351,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
MyWitchery,https://www.etsy.com/uk/shop/MyWitchery?ref=shop-header-name&listing_id=1459023028&from_page=listing,47,712,14189,2014,"['Smooth dispatch', 'Rave reviews']"
MythicalModels,https://www.etsy.com/uk/shop/MythicalModels?ref=shop-header-name&listing_id=1509531482&from_page=listing,21,1889,90,Not known,['Speedy replies']
NATAcosplaycraft,https://www.etsy.com/uk/shop/NATAcosplaycraft?ref=shop-header-name&listing_id=1371608655&from_page=listing,121,290,2037,2021,"['Speedy replies', 'Rave reviews']"
NDLWRKshopCostumes,https://www.etsy.com/uk/shop/NDLWRKshopCostumes?ref=shop-header-name&listing_id=1264460358&from_page=listing,110,8561,2667,Not known,"['Speedy replies', 'Rave reviews']"
NNNcosplayshop,https://www.etsy.com/uk/shop/NNNcosplayshop?ref=shop-header-name&listing_id=1241478559&from_page=listing,125,6050,5042,2016,['Rave reviews']
NRKippenCreations,https://www.etsy.com/uk/shop/NRKippenCreations?ref=shop-header-name&listing_id=1172093139&from_page=listing,5,871,92,Not known,None
Nakria,https://www.etsy.com/uk/shop/Nakria?ref=shop-header-name&listing_id=1550296072&from_page=listing,20,98,231,2012,None
Nanoforge,https://www.etsy.com/uk/shop/Nanoforge?ref=shop-header-name&listing_id=1712784349&from_page=listing,3,1599,1,2023,None
NatashaStylish,https://www.etsy.com/uk/shop/NatashaStylish?ref=shop-header-name&listing_id=1378286217&from_page=listing,25,0,85,Not known,['Rave reviews']
NatiniNatini,https://www.etsy.com/uk/shop/NatiniNatini?ref=shop-header-name&listing_id=702276420&from_page=listing,211,80,235,2012,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NearValkyrie,https://www.etsy.com/uk/shop/NearValkyrie?ref=shop-header-name&listing_id=899010990&from_page=listing,46,440,1503,2020,['Rave reviews']
Nebulaluben,https://www.etsy.com/uk/shop/Nebulaluben?ref=shop-header-name&listing_id=1703454411&from_page=listing,10,3160,203,2017,None
NegativedreamerProps,https://www.etsy.com/uk/shop/NegativedreamerProps?ref=shop-header-name&listing_id=196471361&from_page=listing,33,640,1103,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NekoFamShop,https://www.etsy.com/uk/shop/NekoFamShop?ref=shop-header-name&listing_id=1310552284&from_page=listing,239,1617,12628,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NekoWorkshop,https://www.etsy.com/uk/shop/NekoWorkshop?ref=shop-header-name&listing_id=672785887&from_page=listing,11,6122,1593,2014,"['Speedy replies', 'Rave reviews']"
Nekolii,https://www.etsy.com/uk/shop/Nekolii?ref=shop-header-name&listing_id=742388195&from_page=listing,10,667,21,Not known,None
Nekollars,https://www.etsy.com/uk/shop/Nekollars?ref=shop-header-name&listing_id=477921215&from_page=listing,849,36,16084,2016,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NerdyVille,https://www.etsy.com/uk/shop/NerdyVille?ref=shop-header-name&listing_id=549603110&from_page=listing,122,15810,5670,2014,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NeroStudios,https://www.etsy.com/uk/shop/NeroStudios?ref=shop-header-name&listing_id=1375289328&from_page=listing,22,13318,344,2019,['Rave reviews']
NeverSettleDesignsUS,https://www.etsy.com/shop/NeverSettleDesignsUS?ref=shop-header-name&listing_id=1689698072&from_page=listing,66,696,176,2022,"['Smooth dispatch', 'Rave reviews']"
NexaPrint,https://www.etsy.com/uk/shop/NexaPrint?ref=shop-header-name&listing_id=1664328700&from_page=listing,22,552,25,2023,"['Smooth dispatch', 'Speedy replies']"
NezaStudio,https://www.etsy.com/uk/shop/NezaStudio?ref=shop-header-name&listing_id=860294002&from_page=listing,763,113,16798,2019,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NightSkyCraft,https://www.etsy.com/uk/shop/NightSkyCraft?ref=shop-header-name&listing_id=1051358249&from_page=listing,228,21464,5275,2016,None
NikHandmade,https://www.etsy.com/uk/shop/NikHandmade?ref=shop-header-name&listing_id=734992811&from_page=listing,2,6295,343,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NikesWorkshop,https://www.etsy.com/de-en/shop/NikesWorkshop?ref=shop-header-name&listing_id=872424087&from_page=listing,2,699,291,2020,['Speedy replies']
NikoCrafting,https://www.etsy.com/uk/shop/NikoCrafting?ref=shop-header-name&listing_id=1192962932&from_page=listing,99,172,704,2018,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
NonStopNerdShop,https://www.etsy.com/uk/shop/NonStopNerdShop?ref=shop-header-name&listing_id=1031529149&from_page=listing,9,4814,240,Not known,['Smooth dispatch']
NorthAmericanTradeCo,https://www.etsy.com/uk/shop/NorthAmericanTradeCo?ref=shop-header-name&listing_id=1341266898&from_page=listing,4,1037,110,2021,['Rave reviews']
NovaPattern,https://www.etsy.com/uk/shop/NovaPattern?ref=shop-header-name&listing_id=1690485757&from_page=listing,127,355,1642,2022,['Speedy replies']
NynCrafts,https://www.etsy.com/uk/shop/NynCrafts?ref=shop-header-name&listing_id=1034051715&from_page=listing,109,5045,884,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
OOkamiStore,https://www.etsy.com/uk/shop/OOkamiStore?ref=shop-header-name&listing_id=1077181586&from_page=listing,4,3277,1634,2016,"['Speedy replies', 'Rave reviews']"
ObsidianFXStore,https://www.etsy.com/uk/shop/ObsidianFXStore?ref=shop-header-name&listing_id=814990850&from_page=listing,124,467,3135,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
OddTogs,https://www.etsy.com/uk/shop/OddTogs?ref=shop-header-name&listing_id=706759324&from_page=listing,66,6206,1007,2013,"['Speedy replies', 'Rave reviews']"
OfficineMad,https://www.etsy.com/uk/shop/OfficineMad?ref=shop-header-name&listing_id=1556986220&from_page=listing,20,439,225,2020,"['Smooth dispatch', 'Rave reviews']"
OhMyFairy,https://www.etsy.com/uk/shop/OhMyFairy?ref=shop-header-name&listing_id=1416635966&from_page=listing,52,235,2007,Not known,"['Speedy replies', 'Rave reviews']"
OlympianProps,https://www.etsy.com/uk/shop/OlympianProps?ref=shop-header-name&listing_id=1474060723&from_page=listing,98,1261,3346,2018,"['Speedy replies', 'Rave reviews']"
Olympias,https://www.etsy.com/uk/shop/Olympias?ref=shop-header-name&listing_id=762547278&from_page=listing,182,7755,2616,Not known,"['Smooth dispatch', 'Rave reviews']"
OnTheRocksLND,https://www.etsy.com/uk/shop/OnTheRocksLND?ref=shop-header-name&listing_id=1138378155&from_page=listing,10,2239,254,2021,"['Speedy replies', 'Rave reviews']"
Onlyhorns,https://www.etsy.com/uk/shop/Onlyhorns?ref=shop-header-name&listing_id=930890322&from_page=listing,36,129,3443,Not known,"['Smooth dispatch', 'Rave reviews']"
OsyaGallery,https://www.etsy.com/uk/shop/OsyaGallery?ref=shop-header-name&listing_id=1005540477&from_page=listing,16,3811,93,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
OtakuInk,https://www.etsy.com/uk/shop/OtakuInk?ref=shop-header-name&listing_id=542092755&from_page=listing,62,243,282,Not known,['Rave reviews']
OutcastProps,https://www.etsy.com/uk/shop/OutcastProps?ref=shop-header-name&listing_id=1685586266&from_page=listing,184,2203,20800,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Oxandbullsleather,https://www.etsy.com/uk/shop/Oxandbullsleather?ref=shop-header-name&listing_id=1499337293&from_page=listing,135,18038,1421,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
PALACECOS,https://www.etsy.com/uk/shop/PALACECOS?ref=shop-header-name&listing_id=1432278715&from_page=listing,56,2909,32,Not known,"['Smooth dispatch', 'Rave reviews']"
PUMPKINTEETH,https://www.etsy.com/uk/shop/PUMPKINTEETH?ref=shop-header-name&listing_id=101531903&from_page=listing,26,280,2417,2010,None
PalmenezIndustries,https://www.etsy.com/uk/shop/PalmenezIndustries?ref=shop-header-name&listing_id=735093958&from_page=listing,97,8394,1485,2015,"['Smooth dispatch', 'Rave reviews']"
PaperCranesCosplay,https://www.etsy.com/uk/shop/PaperCranesCosplay?ref=shop-header-name&listing_id=184819802&from_page=listing,39,16534,584,2014,['Rave reviews']
PaperwingsxdCosplay,https://www.etsy.com/uk/shop/PaperwingsxdCosplay?ref=shop-header-name&listing_id=1609339557&from_page=listing,2,5523,24,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
PaquitoShop278,https://www.etsy.com/uk/shop/PaquitoShop278?ref=shop-header-name&listing_id=1625140222&from_page=listing,99,112,84,Not known,['Rave reviews']
ParkourNinjaCosplay,https://www.etsy.com/uk/shop/ParkourNinjaCosplay?ref=shop-header-name&listing_id=1599978525&from_page=listing,58,232,92,2022,None
Patrikcosplay,https://www.etsy.com/uk/shop/Patrikcosplay?ref=shop-header-name&listing_id=1456574121&from_page=listing,8,242,32,Not known,None
PatternCosPatterns,https://www.etsy.com/uk/shop/PatternCosPatterns?ref=shop-header-name&listing_id=788475867&from_page=listing,173,26,32548,2017,"['Speedy replies', 'Rave reviews']"
PatternCouture,https://www.etsy.com/de-en/shop/PatternCouture?ref=shop-header-name&listing_id=1453479603&from_page=listing,245,69094,9314,2022,"['Speedy replies', 'Rave reviews']"
PeakParts,https://www.etsy.com/uk/shop/PeakParts?ref=shop-header-name&listing_id=1663868280&from_page=listing,16,63065,104,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Pedros3DPrints,https://www.etsy.com/uk/shop/Pedros3DPrints?ref=shop-header-name&listing_id=1360671900&from_page=listing,10,154,102,Not known,"['Smooth dispatch', 'Rave reviews']"
PeepCosplayProps,https://www.etsy.com/uk/shop/PeepCosplayProps?ref=shop-header-name&listing_id=1385241569&from_page=listing,23,483,1148,2020,None
PerwinkleShopUK,https://www.etsy.com/uk/shop/PerwinkleShopUK?ref=shop-header-name&listing_id=1666643268&from_page=listing,32,87,67,Not known,['Rave reviews']
PetiteSimple,https://www.etsy.com/uk/shop/PetiteSimple?ref=shop-header-name&listing_id=1440641694&from_page=listing,10,249,5,Not known,None
PhantomPapercraft,https://www.etsy.com/uk/shop/PhantomPapercraft?ref=shop-header-name&listing_id=680041769&from_page=listing,12,32,183,Not known,None
PharaohWIG,https://www.etsy.com/uk/shop/PharaohWIG?ref=shop-header-name&listing_id=1267378193&from_page=listing,30,261,452,2020,"['Speedy replies', 'Rave reviews']"
PhicaPrintsUK,https://www.etsy.com/uk/shop/PhicaPrintsUK?ref=shop-header-name&listing_id=1700945911&from_page=listing,277,184,150,Not known,"['Smooth dispatch', 'Rave reviews']"
Phoenix3dCraftBatumi,https://www.etsy.com/uk/shop/Phoenix3dCraftBatumi?ref=shop-header-name&listing_id=932020994&from_page=listing,80,819,1687,2021,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
Phoenix3dStudio,https://www.etsy.com/uk/shop/Phoenix3dStudio?ref=shop-header-name&listing_id=1682754448&from_page=listing,49,238,791,2020,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
PhoenixLegends,https://www.etsy.com/uk/shop/PhoenixLegends?ref=shop-header-name&listing_id=1385740338&from_page=listing,54,1233,256,2022,['Rave reviews']
Photogenicmurat,https://www.etsy.com/uk/shop/Photogenicmurat?ref=shop-header-name&listing_id=1699079842&from_page=listing,7,842,0,Not known,None
PieceofCakeCosplay,https://www.etsy.com/de-en/shop/PieceofCakeCosplay?ref=shop-header-name&listing_id=1663412514&from_page=listing,20,1,3050,Not known,"['Smooth shipping', 'Speedy replies', 'Rave reviews']"
Pilaryourdressmaker,https://www.etsy.com/uk/shop/Pilaryourdressmaker?ref=shop-header-name&listing_id=757497776&from_page=listing,99,2007,1293,2017,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
PinchofNostalgia,https://www.etsy.com/uk/shop/PinchofNostalgia?ref=shop-header-name&listing_id=894963445&from_page=listing,2,992,15,2014,None
PinkLightroom,https://www.etsy.com/uk/shop/PinkLightroom?ref=shop-header-name&listing_id=1670400333&from_page=listing,49,2,260,2023,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
PinkingShearsCostume,https://www.etsy.com/uk/shop/PinkingShearsCostume?ref=shop-header-name&listing_id=612779569&from_page=listing,53,61,942,2017,['Rave reviews']
PiratesLeatherworks,https://www.etsy.com/uk/shop/PiratesLeatherworks?ref=shop-header-name&listing_id=672861987&from_page=listing,40,177,1607,2017,None
PixelStrix,https://www.etsy.com/uk/shop/PixelStrix?ref=shop-header-name&listing_id=505832223&from_page=listing,100,306,5039,2015,"['Smooth dispatch', 'Rave reviews']"
PixelTimeMachineShop,https://www.etsy.com/uk/shop/PixelTimeMachineShop?ref=shop-header-name&listing_id=1616082203&from_page=listing,30,3023,10,2023,None
Pixelcraftaccessory,https://www.etsy.com/uk/shop/Pixelcraftaccessory?ref=shop-header-name&listing_id=1450316880&from_page=listing,4,48,73,Not known,"['Smooth dispatch', 'Speedy replies', 'Rave reviews']"
PixieShadowCraft,https://www.etsy.com/uk/shop/PixieShadowCraft?ref=shop-header-name&listing_id=575605250&from_page=listing,38,359,3189,2015,['Rave reviews']
